application_id,gender,age,region,education,employment_type,employment_years,income_monthly,loan_amount,loan_term_months,loan_purpose,interest_rate,emi,emi_to_income,bureau_score,credit_utilization,num_credit_lines,num_inquiries_6m,num_delinquencies_2y,months_since_last_delinq,oldest_account_months,revolving_balance,total_debt,debt_to_income,app_logins_30d,avg_txn_value,num_bounced_payments,default
LN208459,Male,35,Tier-3,Post-Graduate,Gig-Worker,4.8,18764.0,163359.0,36,Business,17.54,5868.0,0.313,652.0,0.424,5,2,2,17.0,64.0,172715.0,302939.0,1.345,12.0,832.0,1,1
LN211526,Male,45,Tier-2,Post-Graduate,Self-Employed,3.9,56731.0,289213.0,24,Business,18.76,14545.0,0.256,480.0,1.0,2,3,2,15.0,28.0,100634.0,273700.0,0.402,2.0,744.0,1,0
LN207895,Female,66,Metro,Post-Graduate,Self-Employed,5.7,65293.0,202813.0,36,Debt-Consolidation,16.54,7184.0,0.11,660.0,0.227,5,2,0,,94.0,20857.0,181754.0,0.232,10.0,1134.0,2,0
LN205763,Female,39,Metro,Graduate,Salaried,12.6,33093.0,263501.0,60,Debt-Consolidation,19.0,6835.0,0.207,701.0,0.422,3,5,0,,65.0,33236.0,129413.0,0.326,12.0,2322.0,0,0
LN201307,Female,61,Metro,High-School,Salaried,2.4,27661.0,88833.0,36,Home-Improvement,18.57,3237.0,0.117,654.0,0.374,3,3,0,,95.0,178912.0,213268.0,0.643,10.0,2141.0,0,0
LN210433,Male,53,Tier-3,Diploma,Self-Employed,3.2,33260.0,422881.0,48,Vehicle,16.22,12032.0,0.362,757.0,0.365,3,2,1,17.0,134.0,209348.0,630012.0,1.579,19.0,2632.0,0,0
LN203790,Male,53,Tier-3,Graduate,Salaried,5.7,40030.0,360703.0,48,Business,17.48,10498.0,0.262,664.0,0.553,6,3,0,,60.0,351147.0,700938.0,1.459,13.0,1605.0,0,0
LN211361,Male,52,Metro,Graduate,Salaried,7.9,50428.0,245103.0,60,Business,20.18,6518.0,0.129,621.0,0.548,2,1,0,,82.0,222855.0,353696.0,0.584,13.0,3064.0,1,0
LN201744,Female,58,Tier-3,Post-Graduate,Self-Employed,0.2,54691.0,322353.0,36,Home-Improvement,16.43,11402.0,0.208,734.0,0.247,2,1,1,16.0,113.0,16835.0,186898.0,0.285,13.0,3064.0,0,0
LN211307,Female,53,Tier-3,High-School,Gig-Worker,2.1,10465.0,107566.0,48,Education,16.25,3062.0,0.293,648.0,0.488,7,3,3,25.0,137.0,364822.0,401203.0,3.195,8.0,,0,0
LN200149,Male,49,Tier-3,Diploma,Self-Employed,14.4,19107.0,242121.0,48,Education,17.17,7008.0,0.367,625.0,0.525,1,4,2,11.0,58.0,262182.0,381677.0,1.665,5.0,571.0,2,0
LN202589,Male,67,Metro,Graduate,Self-Employed,9.2,66388.0,605853.0,48,Vehicle,18.1,17829.0,0.269,770.0,0.471,6,0,0,,105.0,64561.0,268709.0,0.337,10.0,678.0,0,0
LN202439,Female,42,Metro,Diploma,Gig-Worker,1.0,14188.0,55897.0,24,Home-Improvement,16.97,2763.0,0.195,671.0,0.213,5,2,2,3.0,72.0,51903.0,78825.0,0.463,8.0,937.0,1,0
LN210408,Female,55,Rural,Graduate,Salaried,2.9,24581.0,333073.0,60,Education,21.26,9060.0,0.369,596.0,0.867,3,2,1,21.0,98.0,337897.0,581606.0,1.972,3.0,525.0,2,0
LN201626,Male,43,Tier-2,High-School,Salaried,9.9,25235.0,45120.0,12,Debt-Consolidation,18.12,4139.0,0.164,623.0,0.303,6,1,0,,74.0,218810.0,236734.0,0.782,11.0,1238.0,0,0
LN205632,Male,57,Metro,High-School,Salaried,3.5,32677.0,342671.0,60,Medical,18.79,8850.0,0.271,696.0,0.385,4,0,0,,75.0,215017.0,558062.0,1.423,17.0,2203.0,2,0
LN204850,Male,56,Metro,Graduate,Self-Employed,2.7,44356.0,194599.0,24,Debt-Consolidation,20.05,9909.0,0.223,619.0,0.79,5,8,1,19.0,71.0,302942.0,439274.0,0.825,7.0,958.0,2,0
LN206346,Female,42,Metro,Graduate,Self-Employed,6.2,54033.0,425926.0,60,Vehicle,20.04,11294.0,0.209,699.0,0.361,1,1,0,,107.0,79460.0,387830.0,0.598,9.0,578.0,2,1
LN205613,Female,74,Rural,Graduate,Gig-Worker,0.8,10164.0,103790.0,48,Debt-Consolidation,16.88,2988.0,0.294,629.0,0.539,4,1,4,13.0,117.0,115823.0,190455.0,1.562,8.0,615.0,0,0
LN202034,Male,70,Tier-2,Post-Graduate,Salaried,12.1,66056.0,440300.0,36,Debt-Consolidation,18.96,16131.0,0.244,553.0,0.745,5,3,2,23.0,54.0,189384.0,628405.0,0.793,6.0,4208.0,4,1
LN211659,Female,66,Tier-2,Graduate,Salaried,14.3,55479.0,280347.0,24,Debt-Consolidation,15.28,13630.0,0.246,717.0,0.41,5,2,0,,81.0,110957.0,284568.0,0.427,11.0,4446.0,0,0
LN204189,Male,74,Tier-3,Diploma,Gig-Worker,4.5,16434.0,91166.0,36,Education,17.25,3262.0,0.198,640.0,0.493,6,1,2,44.0,127.0,290755.0,348628.0,1.768,10.0,1098.0,0,1
LN206651,Female,34,Metro,Graduate,Contract,0.4,35011.0,92211.0,12,Vehicle,19.46,8518.0,0.243,559.0,0.402,6,2,0,,30.0,260740.0,314443.0,0.748,12.0,1959.0,3,1
LN205171,Female,47,Tier-3,High-School,Salaried,11.6,20166.0,93878.0,12,Home-Improvement,18.21,8616.0,0.427,695.0,0.216,5,0,1,14.0,58.0,18927.0,82303.0,0.34,12.0,272.0,1,0
LN205412,Male,65,Tier-3,Diploma,Self-Employed,4.2,27665.0,71418.0,12,Business,22.15,6689.0,0.242,534.0,0.684,1,0,2,18.0,63.0,253854.0,314465.0,0.947,2.0,1848.0,1,0
LN204742,Female,44,Metro,High-School,Contract,3.6,25136.0,305862.0,60,Medical,16.13,7459.0,0.297,656.0,0.39,2,2,1,15.0,59.0,85004.0,382869.0,1.269,10.0,366.0,0,0
LN210327,Male,53,Rural,High-School,Salaried,7.4,20856.0,170757.0,24,Education,14.07,8204.0,0.393,797.0,0.504,4,2,2,4.0,78.0,155807.0,229207.0,0.916,19.0,292.0,0,0
LN205364,Female,71,Tier-3,Graduate,Salaried,5.1,42953.0,360324.0,36,Debt-Consolidation,18.99,13206.0,0.307,669.0,0.549,3,1,0,,74.0,62509.0,260986.0,0.506,4.0,1080.0,1,0
LN204156,Female,67,Rural,Graduate,Salaried,10.2,22589.0,214944.0,36,Vehicle,20.31,8022.0,0.355,522.0,0.879,2,2,2,24.0,146.0,176863.0,251396.0,0.927,4.0,793.0,4,0
LN204420,Male,66,Tier-2,High-School,Self-Employed,26.7,42921.0,169639.0,48,Business,20.33,5192.0,0.121,572.0,0.852,2,1,1,27.0,108.0,304827.0,367380.0,0.713,6.0,2962.0,0,0
LN206398,Male,60,Tier-2,High-School,Contract,1.5,16766.0,104118.0,24,Debt-Consolidation,19.16,5257.0,0.314,686.0,0.699,3,3,0,,99.0,132271.0,162092.0,0.806,8.0,922.0,0,0
LN211206,Male,57,Tier-2,Post-Graduate,Contract,1.3,43049.0,91983.0,24,Debt-Consolidation,16.75,4537.0,0.105,638.0,0.569,1,1,0,,105.0,163508.0,214841.0,0.416,7.0,1124.0,0,1
LN207728,Female,54,Rural,Graduate,Salaried,2.1,20288.0,75965.0,36,Vehicle,15.59,2655.0,0.131,692.0,0.433,2,3,1,18.0,105.0,131206.0,170953.0,0.702,17.0,219.0,0,0
LN204840,Female,74,Tier-2,High-School,Salaried,6.7,23566.0,133715.0,12,Home-Improvement,18.78,12309.0,0.522,575.0,0.628,2,2,1,6.0,85.0,178605.0,236904.0,0.838,6.0,1313.0,0,0
LN205151,Male,55,Tier-3,Graduate,Self-Employed,7.8,25316.0,220641.0,48,Home-Improvement,14.49,6084.0,0.24,608.0,0.658,4,1,0,,45.0,44836.0,112750.0,0.371,5.0,812.0,1,0
LN205225,Male,60,Tier-3,Graduate,Gig-Worker,2.7,22570.0,286060.0,60,Debt-Consolidation,17.5,7186.0,0.318,695.0,0.328,7,3,0,,74.0,240317.0,458919.0,1.694,12.0,950.0,0,0
LN201593,Male,44,Metro,Post-Graduate,Salaried,2.7,102393.0,381533.0,60,Education,19.19,9937.0,0.097,673.0,0.448,6,1,0,,156.0,234487.0,495000.0,0.403,14.0,7678.0,0,0
LN205491,Female,49,Tier-3,Graduate,Salaried,5.1,41953.0,349478.0,48,Education,16.83,10053.0,0.24,724.0,0.471,4,2,0,,80.0,187272.0,419069.0,0.832,13.0,3299.0,0,0
LN209044,Male,60,Tier-2,Graduate,Salaried,6.1,63499.0,442990.0,36,Education,17.36,15873.0,0.25,646.0,0.373,4,0,0,,72.0,219591.0,616476.0,0.809,10.0,5171.0,0,0
LN203366,Female,48,Rural,Graduate,Salaried,7.6,27418.0,344566.0,60,Business,18.07,8763.0,0.32,509.0,0.717,5,4,1,31.0,114.0,263498.0,483113.0,1.468,2.0,1859.0,0,1
LN206504,Female,71,Tier-2,Graduate,Gig-Worker,1.5,33182.0,98891.0,36,Vehicle,16.16,3485.0,0.105,715.0,0.579,3,1,2,16.0,104.0,207941.0,304002.0,0.763,4.0,2919.0,0,0
LN205340,Male,38,Tier-2,Post-Graduate,Self-Employed,24.0,,203853.0,12,Business,16.09,18504.0,0.463,679.0,0.304,4,0,1,18.0,62.0,27284.0,151836.0,0.316,13.0,2918.0,0,0
LN201432,Male,74,Tier-3,Post-Graduate,Salaried,3.7,74001.0,217996.0,36,Business,21.11,8225.0,0.111,641.0,0.54,4,3,2,29.0,75.0,45650.0,104254.0,0.117,12.0,1937.0,1,0
LN201740,Male,63,Tier-3,Post-Graduate,Gig-Worker,5.2,31057.0,183586.0,48,Debt-Consolidation,18.67,5457.0,0.176,630.0,0.284,4,1,3,27.0,97.0,145651.0,227513.0,0.61,12.0,1576.0,1,0
LN203684,Male,74,Tier-2,Post-Graduate,Salaried,,59930.0,364590.0,24,Debt-Consolidation,18.13,18225.0,0.304,712.0,0.119,3,1,2,26.0,180.0,15336.0,211977.0,0.295,13.0,2406.0,0,0
LN200424,Female,60,Tier-2,Graduate,Salaried,0.1,55610.0,549921.0,36,Vehicle,16.65,19511.0,0.351,655.0,0.317,9,1,0,,72.0,242766.0,661680.0,0.992,10.0,2360.0,1,0
LN210424,Female,37,Metro,Post-Graduate,Gig-Worker,1.0,24680.0,262990.0,60,Debt-Consolidation,15.35,6305.0,0.255,728.0,0.402,9,2,0,,161.0,52124.0,148093.0,0.5,17.0,1089.0,0,0
LN211881,Female,58,Tier-3,Diploma,Gig-Worker,4.6,20227.0,75991.0,36,Vehicle,16.42,2687.0,0.133,620.0,0.714,3,3,2,23.0,114.0,232012.0,262124.0,1.08,12.0,1408.0,0,0
LN204640,Male,40,Metro,Graduate,Contract,9.6,62408.0,739526.0,48,Home-Improvement,19.27,22217.0,0.356,709.0,0.319,6,1,1,22.0,71.0,167932.0,573383.0,0.766,8.0,3254.0,2,1
LN210098,Male,44,Metro,High-School,Salaried,0.1,42947.0,480089.0,60,Debt-Consolidation,19.54,12597.0,0.293,766.0,0.075,6,1,1,41.0,83.0,10854.0,260216.0,0.505,,2199.0,0,0
LN207847,Male,74,Tier-2,Graduate,Salaried,1.9,54772.0,194183.0,48,Home-Improvement,18.72,5777.0,0.105,559.0,0.604,3,2,2,32.0,100.0,58932.0,108812.0,0.166,5.0,3952.0,1,0
LN204519,Male,64,Metro,Post-Graduate,Gig-Worker,0.0,63939.0,233717.0,36,Vehicle,20.31,8723.0,0.136,660.0,0.427,7,1,0,,63.0,243445.0,325677.0,0.424,15.0,2099.0,1,0
LN204889,Female,52,Tier-3,High-School,Salaried,0.9,23991.0,174953.0,36,Business,20.56,6552.0,0.273,485.0,0.714,3,4,2,43.0,69.0,115568.0,164562.0,0.572,2.0,1555.0,0,0
LN201783,Male,57,Metro,Graduate,Salaried,3.2,61730.0,484384.0,24,Business,17.75,24124.0,0.391,723.0,0.092,3,0,0,,111.0,18735.0,231121.0,0.312,10.0,4232.0,0,0
LN205181,Male,50,Tier-2,Graduate,Gig-Worker,4.9,19391.0,110585.0,36,Business,18.38,4019.0,0.207,575.0,0.44,3,3,2,26.0,87.0,95986.0,129910.0,0.558,7.0,1074.0,2,0
LN208312,Male,49,Tier-2,Graduate,Salaried,1.1,60551.0,78664.0,12,Debt-Consolidation,17.73,7202.0,0.119,699.0,0.553,6,2,1,15.0,80.0,160909.0,216678.0,0.298,7.0,2196.0,0,0
LN203238,Male,47,Metro,Diploma,Salaried,0.2,34436.0,184852.0,36,Business,21.76,7037.0,0.204,536.0,0.947,2,1,3,33.0,100.0,186231.0,347488.0,0.841,6.0,2629.0,3,1
LN202996,Female,50,Rural,Post-Graduate,Contract,5.4,27347.0,107641.0,36,Home-Improvement,19.63,3980.0,0.146,661.0,0.734,9,8,2,15.0,55.0,504077.0,551765.0,1.681,9.0,,0,1
LN202751,Female,31,Tier-3,Diploma,Contract,2.9,13033.0,139288.0,36,Debt-Consolidation,20.21,5191.0,0.398,612.0,0.627,3,1,2,40.0,71.0,38611.0,73553.0,0.47,8.0,542.0,0,0
LN205584,Female,41,Metro,Post-Graduate,Salaried,1.0,97052.0,1072323.0,48,Home-Improvement,16.36,30588.0,0.315,789.0,0.088,3,0,0,,167.0,51355.0,922151.0,0.792,17.0,5335.0,0,0
LN205601,Male,40,Metro,Graduate,Salaried,1.7,71131.0,254593.0,48,Debt-Consolidation,18.64,7564.0,0.106,663.0,0.171,8,2,1,23.0,84.0,36554.0,240459.0,0.282,16.0,2291.0,0,0
LN207104,Male,50,Metro,Post-Graduate,Self-Employed,,107401.0,770212.0,48,Debt-Consolidation,14.69,21315.0,0.198,660.0,0.477,2,1,1,10.0,67.0,30765.0,697101.0,0.541,4.0,6116.0,2,1
LN206248,Female,52,Tier-3,Diploma,Gig-Worker,0.4,11161.0,135822.0,60,Vehicle,19.39,3553.0,0.318,638.0,0.198,4,2,2,26.0,59.0,67447.0,198087.0,1.479,16.0,906.0,0,1
LN200019,Female,39,Metro,Graduate,Salaried,10.9,47675.0,482472.0,36,Vehicle,20.29,18002.0,0.378,740.0,0.444,4,2,0,,145.0,25671.0,494757.0,0.865,12.0,2322.0,0,1
LN202412,Male,36,Tier-3,High-School,Self-Employed,18.8,24589.0,129041.0,36,Home-Improvement,19.86,4786.0,0.195,576.0,0.714,3,2,2,11.0,124.0,165770.0,298758.0,1.013,5.0,292.0,1,0
LN209423,Male,47,Tier-2,High-School,Salaried,8.2,17026.0,33712.0,24,Debt-Consolidation,17.63,1677.0,0.098,594.0,0.751,3,3,0,,34.0,295704.0,323568.0,1.584,5.0,1369.0,3,0
LN208829,Female,45,Metro,High-School,Salaried,1.8,30002.0,205838.0,60,Home-Improvement,18.35,5266.0,0.176,732.0,0.404,4,4,0,,91.0,259007.0,377780.0,1.049,15.0,1733.0,0,1
LN211256,Male,59,Tier-2,Graduate,Self-Employed,7.8,51451.0,279876.0,12,Education,15.82,25370.0,0.493,647.0,0.308,1,2,1,8.0,165.0,138941.0,363374.0,0.589,6.0,3890.0,0,0
LN203958,Male,46,Tier-3,,Salaried,1.1,14480.0,53205.0,36,Business,17.6,1913.0,0.132,634.0,0.278,4,1,1,13.0,38.0,114441.0,153305.0,0.882,12.0,368.0,0,0
LN206808,Male,52,Rural,Post-Graduate,Contract,1.1,28246.0,354241.0,60,Vehicle,15.1,8446.0,0.299,773.0,0.127,2,3,0,,77.0,57042.0,226189.0,0.667,13.0,1302.0,0,0
LN202238,Male,40,Tier-2,Diploma,Contract,0.6,18520.0,84669.0,36,Medical,19.08,3107.0,0.168,541.0,0.593,3,5,1,9.0,96.0,128328.0,182446.0,0.821,6.0,322.0,0,0
LN201121,Male,61,Rural,Graduate,Self-Employed,1.4,39316.0,193535.0,48,Business,17.3,5615.0,0.143,688.0,0.361,5,2,1,31.0,93.0,239287.0,395765.0,0.839,15.0,1494.0,1,0
LN202270,Female,71,Tier-2,Graduate,Gig-Worker,0.6,33059.0,139980.0,60,Business,15.83,3391.0,0.103,724.0,0.24,5,2,1,18.0,122.0,119269.0,189371.0,0.477,7.0,2732.0,0,0
LN207281,Male,51,Tier-2,Diploma,Salaried,28.2,40037.0,375679.0,60,Medical,16.01,9138.0,0.228,632.0,0.213,1,3,0,,83.0,41398.0,298387.0,0.621,7.0,3532.0,0,0
LN203299,Male,54,Tier-2,Diploma,Salaried,4.5,41113.0,146981.0,36,Medical,16.65,5215.0,0.127,610.0,0.447,7,0,1,9.0,85.0,43237.0,109987.0,0.223,8.0,1929.0,1,0
LN205614,Female,39,Tier-3,High-School,Salaried,3.3,19730.0,203749.0,36,Medical,17.42,7307.0,0.37,717.0,0.396,4,2,0,,85.0,209046.0,395638.0,1.671,13.0,1527.0,0,0
LN208385,Male,57,Tier-2,Diploma,Contract,1.2,,130858.0,48,Debt-Consolidation,19.04,3915.0,0.141,663.0,0.37,2,1,3,11.0,57.0,177650.0,221831.0,0.666,11.0,2134.0,2,1
LN201166,Female,49,Tier-3,Diploma,Self-Employed,21.5,28646.0,350286.0,60,Vehicle,18.02,8899.0,0.311,618.0,0.803,2,4,0,,57.0,341697.0,618770.0,1.8,8.0,1670.0,0,0
LN207145,Female,46,Metro,,Salaried,0.6,59524.0,193347.0,36,Business,19.44,7130.0,0.12,636.0,0.428,0,3,2,18.0,31.0,84801.0,149535.0,0.209,9.0,3447.0,0,0
LN208106,Male,62,Metro,Graduate,Salaried,1.0,76182.0,510131.0,48,Debt-Consolidation,19.0,15253.0,0.2,699.0,0.01,9,1,1,2.0,125.0,2034.0,429290.0,0.47,11.0,4957.0,2,0
LN207476,Male,51,Rural,Graduate,Salaried,2.1,22206.0,25939.0,12,Debt-Consolidation,18.73,2387.0,0.107,612.0,0.409,3,2,1,10.0,67.0,189306.0,208369.0,0.782,7.0,372.0,1,0
LN209457,Male,58,Tier-2,Graduate,Salaried,26.0,44929.0,205230.0,36,Debt-Consolidation,20.69,7699.0,0.171,562.0,0.637,4,3,0,,78.0,58636.0,251044.0,0.466,5.0,3222.0,0,0
LN207503,Male,46,Tier-3,Graduate,Salaried,0.1,44043.0,145899.0,12,Debt-Consolidation,16.16,13249.0,0.301,727.0,0.264,6,0,1,25.0,49.0,118975.0,194985.0,0.369,13.0,,0,0
LN207900,Male,37,Metro,Diploma,Salaried,3.7,34305.0,157051.0,48,Debt-Consolidation,21.27,4886.0,0.142,548.0,0.97,3,2,5,21.0,25.0,590136.0,660103.0,1.604,0.0,2271.0,0,0
LN200396,Female,45,Rural,Diploma,Contract,2.3,13965.0,43448.0,24,Education,18.08,2171.0,0.155,,0.427,6,3,2,34.0,153.0,134051.0,160443.0,0.957,7.0,423.0,0,0
LN209140,Male,55,Tier-2,Post-Graduate,Self-Employed,13.5,102193.0,957710.0,36,Medical,15.69,33524.0,0.328,761.0,0.184,6,0,0,,135.0,33928.0,789974.0,0.644,18.0,3678.0,1,0
LN210644,Female,54,Tier-2,Diploma,Gig-Worker,0.7,15118.0,83990.0,36,Medical,17.89,3032.0,0.201,484.0,0.91,3,2,0,,88.0,506089.0,540511.0,2.979,3.0,951.0,0,1
LN206842,Female,59,Tier-2,Post-Graduate,Salaried,3.7,51078.0,645324.0,48,Home-Improvement,17.76,18876.0,0.37,650.0,0.491,2,2,0,,82.0,213025.0,612793.0,1.0,7.0,2477.0,0,0
LN209538,Female,38,Metro,Post-Graduate,Contract,4.0,52053.0,140762.0,36,Business,21.45,5336.0,0.103,476.0,0.996,2,2,3,24.0,43.0,446350.0,492893.0,0.789,1.0,1577.0,0,1
LN206130,Male,57,Metro,Graduate,Gig-Worker,0.8,53530.0,288504.0,60,Business,19.33,7536.0,0.141,587.0,0.724,3,0,1,25.0,104.0,125065.0,215163.0,0.335,10.0,3104.0,0,0
LN210044,Male,66,Rural,Graduate,Gig-Worker,0.3,23980.0,126267.0,36,Debt-Consolidation,17.82,4553.0,0.19,652.0,0.404,1,3,3,14.0,130.0,127834.0,198693.0,0.69,11.0,715.0,1,1
LN207204,Female,43,Rural,Diploma,Gig-Worker,1.0,9000.0,25000.0,24,Vehicle,18.09,1249.0,0.139,,0.477,6,0,0,,57.0,105517.0,117342.0,1.086,21.0,245.0,1,0
LN210107,Female,65,Tier-3,Graduate,Salaried,3.1,23751.0,75465.0,48,Home-Improvement,18.09,2220.0,0.093,586.0,0.5,2,3,1,36.0,138.0,120718.0,191642.0,0.672,14.0,2006.0,0,0
LN207037,Female,50,Tier-2,Graduate,Self-Employed,2.1,36573.0,267476.0,36,Home-Improvement,18.35,9717.0,0.266,493.0,0.595,3,3,2,46.0,42.0,100241.0,332191.0,0.757,,3267.0,0,1
LN209407,Male,50,Tier-3,Graduate,Gig-Worker,0.1,41957.0,495942.0,48,Vehicle,17.4,14413.0,0.344,756.0,0.261,4,0,0,,100.0,82652.0,391687.0,0.778,13.0,945.0,0,0
LN205538,Male,74,Metro,Graduate,Self-Employed,4.9,61856.0,375573.0,36,Business,17.72,13525.0,0.219,634.0,0.646,5,1,1,40.0,84.0,201830.0,511003.0,0.688,3.0,677.0,0,0
LN202189,Female,50,Metro,Graduate,Salaried,2.5,,750533.0,60,Vehicle,14.28,17573.0,0.269,714.0,0.611,3,1,1,10.0,66.0,76201.0,455559.0,0.582,16.0,5453.0,1,0
LN211961,Male,51,Rural,High-School,Self-Employed,6.1,19912.0,148640.0,24,Debt-Consolidation,19.08,7499.0,0.377,621.0,0.529,4,0,3,9.0,107.0,331482.0,382564.0,1.601,6.0,895.0,2,1
LN209806,Female,62,Metro,High-School,Salaried,2.4,27851.0,188771.0,36,Debt-Consolidation,17.63,6790.0,0.244,762.0,0.172,3,1,0,,88.0,79865.0,149629.0,0.448,18.0,2472.0,0,0
LN202360,Female,52,Tier-2,Graduate,Salaried,7.1,47920.0,215214.0,60,Home-Improvement,17.74,5435.0,0.113,674.0,0.39,4,4,2,6.0,79.0,134831.0,238535.0,0.415,8.0,3855.0,1,0
LN201355,Male,50,Tier-2,High-School,Self-Employed,5.3,35872.0,109229.0,24,Debt-Consolidation,15.25,5309.0,0.148,737.0,0.229,4,2,0,,41.0,103068.0,201460.0,0.468,13.0,741.0,0,0
LN206955,Male,58,Tier-2,Post-Graduate,Salaried,4.2,57111.0,274661.0,12,Debt-Consolidation,16.77,25020.0,0.438,674.0,0.562,2,2,2,13.0,148.0,268192.0,386687.0,0.564,6.0,4620.0,2,0
LN207388,Male,63,Tier-3,Post-Graduate,Contract,6.2,24304.0,131875.0,12,Debt-Consolidation,17.5,12059.0,0.496,726.0,0.343,4,1,0,,87.0,53486.0,129925.0,0.445,17.0,478.0,0,0
LN204176,Female,42,Tier-2,,Salaried,9.5,36555.0,135870.0,12,Education,21.24,12667.0,0.347,529.0,0.888,2,2,2,9.0,112.0,304383.0,358941.0,0.818,2.0,1444.0,0,0
LN201743,Female,41,Tier-2,Graduate,Self-Employed,3.6,23961.0,219350.0,48,Debt-Consolidation,16.19,6238.0,0.26,857.0,0.299,4,0,0,,90.0,28872.0,226836.0,0.789,14.0,721.0,0,0
LN203938,Male,38,Metro,Graduate,Gig-Worker,0.0,44564.0,254557.0,12,Debt-Consolidation,17.15,23235.0,0.521,633.0,0.495,5,2,0,,40.0,41053.0,200611.0,0.375,8.0,3326.0,0,1
LN202769,Female,41,Tier-2,High-School,Salaried,0.6,24735.0,141013.0,24,Vehicle,19.13,7117.0,0.288,600.0,0.616,2,1,1,21.0,61.0,259998.0,359064.0,1.21,6.0,460.0,1,0
LN208184,Male,49,Metro,Diploma,Salaried,18.0,56203.0,318992.0,24,Debt-Consolidation,17.57,15859.0,0.282,670.0,0.283,10,1,3,26.0,111.0,233006.0,504138.0,0.747,18.0,2923.0,0,0
LN207460,Male,46,Tier-2,High-School,Contract,1.0,18350.0,127854.0,24,Education,21.8,6620.0,0.361,499.0,0.762,3,1,2,14.0,53.0,270885.0,346133.0,1.572,3.0,1199.0,0,1
LN209143,Female,59,Tier-2,Graduate,Salaried,2.2,34012.0,163326.0,24,Debt-Consolidation,15.37,7948.0,0.234,749.0,0.351,5,0,2,4.0,116.0,79156.0,231071.0,0.566,11.0,2464.0,0,0
LN207386,Male,49,Rural,Diploma,Salaried,4.6,13078.0,112065.0,24,Debt-Consolidation,17.88,5588.0,0.427,632.0,0.586,3,2,1,39.0,45.0,204341.0,319603.0,2.037,14.0,477.0,0,1
LN208742,Male,53,Tier-2,Diploma,Salaried,1.5,29444.0,176326.0,48,Vehicle,18.09,5188.0,0.176,611.0,0.547,3,1,1,20.0,87.0,103342.0,262541.0,0.743,15.0,2294.0,0,0
LN205885,Male,41,Tier-3,High-School,Contract,5.7,18191.0,94859.0,12,Business,15.24,8573.0,0.471,698.0,0.386,4,0,1,29.0,41.0,135795.0,202224.0,0.926,11.0,245.0,0,0
LN211473,Male,48,Metro,Graduate,Contract,1.2,25734.0,293118.0,48,Business,15.99,8306.0,0.323,790.0,0.333,5,1,0,,73.0,117439.0,394300.0,1.277,17.0,979.0,0,0
LN203492,Female,61,Tier-2,High-School,Self-Employed,1.1,49786.0,396986.0,60,Business,18.35,10157.0,0.204,668.0,0.619,6,1,4,22.0,124.0,297512.0,457154.0,0.765,17.0,2078.0,0,1
LN201208,Male,35,Rural,Graduate,Contract,2.1,15003.0,46734.0,24,Debt-Consolidation,18.88,2353.0,0.157,679.0,0.509,5,0,2,19.0,56.0,110033.0,125236.0,0.696,5.0,425.0,0,0
LN209436,Male,31,Metro,Post-Graduate,Salaried,2.9,41861.0,77196.0,24,Education,13.29,3681.0,0.088,781.0,0.157,2,2,0,,65.0,85001.0,142762.0,0.284,12.0,1728.0,0,0
LN208873,Female,34,Tier-3,Diploma,Contract,0.1,17650.0,65207.0,36,Education,17.58,2344.0,0.133,633.0,0.748,3,2,0,,80.0,165197.0,215540.0,1.018,12.0,409.0,0,1
LN210131,Male,49,Metro,High-School,Salaried,14.3,24994.0,265098.0,60,Business,16.2,6475.0,0.259,826.0,0.01,6,0,0,,73.0,6030.0,202558.0,0.675,11.0,1099.0,0,0
LN203399,Female,39,Tier-3,Graduate,Salaried,0.9,36571.0,89355.0,24,Home-Improvement,14.31,4303.0,0.118,742.0,0.472,8,3,0,,86.0,46406.0,139595.0,0.318,10.0,428.0,0,0
LN201068,Male,42,Tier-2,Graduate,Self-Employed,,34825.0,180916.0,36,Vehicle,19.26,6655.0,0.191,622.0,0.375,3,0,0,,82.0,61198.0,178848.0,0.428,7.0,1885.0,1,0
LN207481,Female,46,Metro,Post-Graduate,Self-Employed,4.5,61726.0,158905.0,48,Business,19.63,4804.0,0.078,583.0,0.844,2,4,1,13.0,40.0,126052.0,241192.0,0.326,8.0,829.0,2,0
LN209735,Female,54,Rural,Diploma,Salaried,1.2,15695.0,136909.0,36,Education,20.25,5105.0,0.325,569.0,0.622,2,3,1,16.0,43.0,236825.0,293180.0,1.557,6.0,1214.0,2,0
LN206045,Male,64,Tier-3,Graduate,Salaried,15.6,50352.0,164801.0,60,Education,16.35,4038.0,0.08,629.0,0.714,3,4,1,15.0,64.0,411957.0,504822.0,0.835,8.0,1667.0,0,0
LN203656,Male,55,Tier-2,Post-Graduate,Salaried,3.9,65718.0,450262.0,60,Business,17.31,11265.0,0.171,605.0,0.5,2,1,0,,64.0,186872.0,558300.0,0.708,8.0,5800.0,2,0
LN209349,Male,47,Tier-2,Graduate,Salaried,4.7,35530.0,216957.0,60,Debt-Consolidation,19.78,5722.0,0.161,557.0,0.699,0,2,2,28.0,114.0,243154.0,332546.0,0.78,8.0,1689.0,1,0
LN201950,Female,66,Metro,Graduate,Salaried,1.3,48697.0,355859.0,36,Business,17.71,12813.0,0.263,681.0,0.384,9,3,2,20.0,136.0,101680.0,373929.0,0.64,11.0,1491.0,0,0
